"variable","coef","abs.coef"
"r.rsa.vnfaces",0,0
"r.rsa.vsphericity",0,0
"r.rsa.vsphericitym",0,0
"r.rsa.vvolume",0,0
"r.rsa.wcnSC",0,0
"r.varea.veccentricity",0,0
"r.varea.vedge",0,0
"r.varea.vnfaces",0,0
"r.varea.vsphericity",0,0
"r.varea.vsphericitym",0,0
"r.varea.vvolume",0,0
"r.varea.wcnSC",0,0
"r.veccentricity.vedge",0,0
"r.veccentricity.vnfaces",0,0
"r.veccentricity.vsphericity",0,0
"r.veccentricity.vsphericitym",0,0
"r.veccentricity.vvolume",0,0
"r.veccentricity.wcnSC",0,0
"r.vedge.vnfaces",0,0
"r.vedge.vsphericitym",0,0
"r.vedge.vvolume",0,0
"r.vedge.wcnSC",0,0
"r.vnfaces.vsphericity",0,0
"r.vnfaces.vsphericitym",0,0
"r.vnfaces.vvolume",0,0
"r.vsphericity.vsphericitym",0,0
"r.vsphericity.vvolume",0,0
"r.vsphericity.wcnSC",0,0
"r.vsphericitym.vvolume",0,0
"r.vsphericitym.wcnSC",0,0
"sd.bfSC",0,0
"sd.hbe",0,0
"sd.hpshh",0,0
"sd.rsa",0,0
"sd.varea",0,0
"sd.veccentricity",0,0
"sd.vedge",0,0
"sd.vnfaces",0,0
"sd.vnfacescc",0,0
"sd.vsphericity",0,0
"sd.vsphericitycc",0,0
"sd.vsphericitym",0,0
"sd.vvolume",0,0
"sd.wcnSC",0,0
"sres",0,0
"sum.betas",0,0
"sum.bfSC",0,0
"sum.BSS",0,0
"sum.ddgent",0,0
"sum.ESS",0,0
"sum.GSS",0,0
"sum.hbdif",0,0
"sum.hbe",0,0
"sum.helix",0,0
"sum.hpshh",0,0
"sum.HSS",0,0
"sum.LSS",0,0
"sum.nhbas",0,0
"sum.nhbon",0,0
"sum.nhbpa.dif",0,0
"sum.nhbps",0,0
"sum.r4sJC",0,0
"sum.rsa",0,0
"sum.seqent",0,0
"sum.SSS",0,0
"sum.TSS",0,0
"sum.varea",0,0
"sum.veccentricity",0,0
"sum.vedge",0,0
"sum.vnfaces",0,0
"sum.vnfacescc",0,0
"sum.vsphericity",0,0
"sum.vsphericitycc",0,0
"sum.vsphericitym",0,0
"sum.vvolume",0,0
"sum.wcnSC",0,0
